id,name,logo_image,name_kana,address,station_name,ktai_coupon,large_service_area_code,large_service_area_name,service_area_code,service_area_name,large_area_code,large_area_name,middle_area_code,middle_area_name,small_area_code,small_area_name,lat,lng,genre_code,genre_name,genre_catch,sub_genre_code,sub_genre_name,budget_code,budget_name,budget_average,budget_memo,catch,capacity,access,mobile_access,urls_pc,photo_pc_l,photo_pc_m,photo_pc_s,photo_mobile_l,photo_mobile_s,open,close,party_capacity,wifi,wedding,course,free_drink,free_food,private_room,horigotatsu,tatami,card,non_smoking,charter,ktai,parking,barrier_free,other_memo,sommelier,open_air,show,equipment,karaoke,band,tv,english,pet,child,lunch,midnight,shop_detail_memo,coupon_urls_pc,coupon_urls_sp,search_keyword
TempShop_40,チャイニーズレストラン 金子,,ちゃいにーずれすとらん かねこ,東京都江戸川区中葛西３−２−１１,西葛西,0,SS10,関東,SA11,東京,Z011,東京,Y018,門前仲町・東陽町・木場・葛西,X195,西葛西,35.6642836958,139.8647316099,G007,中華,中華料理(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,昼700円／夜800円,お通し代はありません,一人でも気軽なカウンター 野菜たっぷりのメニュー,60,東西線  西葛西駅  徒歩6分          東西線  葛西駅  徒歩10分,東西線西葛西駅  徒歩6分    東西線葛西駅 徒歩10分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_40.jpeg,,月～土、祝前日: 11:30～14:30 （料理L.O. 14:00 ドリンクL.O. 14:00）17:30～22:30 （料理L.O. 22:00 ドリンクL.O. 22:00）,日、祝日,60,あり,応相談,あり,あり ：コースのみ,なし,なし,なし,なし,利用不可,全面禁煙,貸切不可,,なし ：近くにコインパーキングございます。,なし ：何かありましたらお問い合わせください。,カウンター有り,,,なし,,なし,不可,なし,なし,不可,お子様連れ歓迎,あり,営業していない,,,,チャイニーズレストラン 金子ちゃいにーずれすとらん かねこチャイニーズレストラン カネコ東京都江戸川区中葛西３−２−１１西葛西門前仲町・東陽町・木場・葛西中華料理(架空のお店です。実在しません。)中華
TempShop_41,中国料理 石田,,ちゅうごくろうり いしだ,東京都中央区日本橋室町１−２−１,三越前,0,SS10,関東,SA11,東京,Z011,東京,Y010,東京・大手町・日本橋・人形町,XA2Q,三越前,35.6870047995,139.7732390167,G007,中華,【コロナ対策◎】アツアツ本格中華★(架空のお店です。実在しません。),G009,アジア・エスニック料理,B002,2001～3000円,3500円,単品でのご注文のみカード利用可。,2時間[食放]&[飲放]4000円 5名様～個室をご用意,50,銀座線・半蔵門線「三越前」駅徒歩1分（A7・A8直結）/総武線「新日本橋」駅徒歩3分/山手線・中央線「神田」駅徒歩7分,三越前 駅徒歩1分/新日本橋駅徒歩3分/神田駅 徒歩7分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_41.jpeg,,月～土、祝日、祝前日: 18:00～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,日,50,未確認,※お気軽にお問い合わせ下さい,あり,あり ：中華店ならではの紹興酒・プアール茶なども飲み放題,あり ：本格中華[食放]＆[飲放]3500円～,あり ：5～22名様迄の円卓個室/少人数から使えるテーブル個室ございます,なし ：堀ごたつはございません。レイアウト等ご相談ください。,なし ：お座敷はございません。レイアウト等ご相談ください。,利用可,全面禁煙,貸切可 ：50～70名様可能です。お気軽にご相談ください,,"あり ：3,000円以上（コレド室町、日本橋三井タワー内の店舗合算）で1時間サービス。",あり,※中華ならではの8名以上でご利用いただける円卓個室がございます。ご予約はお早めに,,,なし,,なし,不可,あり,なし,不可,お子様連れOK ：ご家族でのご利用も歓迎です,なし,営業していない,★キャンセル・人数変更の場合は、お電話にてお問い合わせくださいませ。,,,中国料理 石田ちゅうごくろうり いしだチュウゴクロウリ イシダ東京都中央区日本橋室町１−２−１三越前東京・大手町・日本橋・人形町【コロナ対策◎】アツアツ本格中華★(架空のお店です。実在しません。)中華
TempShop_42,中国料理レストラン 原田,,ちゅうごくりょうりれすとらん はらだ,東京都小平市学園東町３４５ー２,一橋学園,0,SS10,関東,SA11,東京,Z011,東京,Y088,国立・国分寺,XA7S,一橋学園,35.7268032583,139.4878517051,G007,中華,家族全員が喜ぶ「町中華」的台湾料理店(架空のお店です。実在しません。),G002,ダイニングバー・バル,B003,3001～4000円,３５００円,お通し代無,【感染予防対策実施！】 【家族や仲間と集まる店】,28,西武多摩湖線 一橋学園駅より徒歩10分／西武新宿線 小平駅より徒歩10分,西武多摩湖線 一橋学園駅、西武新宿線 小平駅より10分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_42.jpeg,,火、金、祝日、祝前日: 18:00～22:30 （料理L.O. 21:30 ドリンクL.O. 22:00）水、木: 11:30～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）18:00～22:30 （料理L.O. 21:30 ドリンクL.O. 21:30）土、日: 11:30～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）18:00～22:30 （料理L.O. 21:30 ドリンクL.O. 22:00）,月,28,あり,,あり,あり ：5人以上。９０分２５００円（税抜）,なし,なし,なし,なし,利用可,全面禁煙,貸切可,,あり ：駐車場13台／駐輪場10台完備,あり ：なにかございましたら、お気軽にお近くのスタッフまでお声掛け下さい♪,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中国料理レストラン 原田ちゅうごくりょうりれすとらん はらだチュウゴクリョウリレストラン ハラダ東京都小平市学園東町３４５ー２一橋学園国立・国分寺家族全員が喜ぶ「町中華」的台湾料理店(架空のお店です。実在しません。)中華
TempShop_43,中華バル 伊藤,,ちゅうかばる いとう,東京都八王子市明神町３−１７−１,京王八王子,1,SS10,関東,SA11,東京,Z011,東京,Y110,八王子・立川,X220,八王子,35.6578710888,139.3431751228,G001,居酒屋,居酒屋(架空のお店です。実在しません。),G007,中華,B002,2001～3000円,2600円,ご予算等お気軽にお問い合わせください。,ユニークなインテリア 新鮮な魚介が並ぶ,100,京王八王子駅ビル直結！！京王八王子ショッピングセンター11階です /ＪＲ八王子駅徒歩4分,京王八王子駅ビル内・11階/JR八王子駅徒歩4分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_43.jpeg,,月、火、木、金、祝日、祝前日: 17:00～翌0:00 （料理L.O. 23:30）土、日: 15:00～翌0:00 （料理L.O. 23:30）,水,45,なし,お気軽にご相談ください。,あり,あり ：飲み放題付きコース：3500円～ご用意致しております。,なし ：ご用意が御座いません。,なし ：ございません。,あり ：宴会にお薦め,なし ：宴会にお薦め,利用不可,全面禁煙,貸切不可 ：応相談,,あり ：京王八王子ショッピングセンター（ｋ−８）専用駐車場をご利用ください。2000円以上のお食事で2時間無料。,あり ：店内にご用意はございませんが、ご不便な点がございましたらスタッフがサポートします！！,ご不明点等お気軽にお問い合わせください。,,,なし,,なし,不可,なし,なし,不可,お子様連れOK ：ご家族でも是非ご利用ください。,なし,営業していない,歓送迎会等、ご予約お待ちしております。,,,中華バル 伊藤ちゅうかばる いとうチュウカバル イトウ東京都八王子市明神町３−１７−１京王八王子八王子・立川居酒屋(架空のお店です。実在しません。)居酒屋
TempShop_44,中国料理 藤原,,ちゅうごくろうり ふじわら,東京都新宿区新宿１−１−７,新宿御苑前,0,SS10,関東,SA11,東京,Z011,東京,Y055,新宿,XA07,新宿御苑,35.6888778684,139.7088971859,G007,中華,創作中華が愉しめるチャイナレストラン(架空のお店です。実在しません。),G007,中華,B003,3001～4000円,3500円,昼宴会コースは2400円～。通常コースは3000円～ご用意しています,夜景が愉しめるバリ風店内 コロナ感染防止対策,70,【新宿御苑前駅】1番出口から徒歩1分/【新宿三丁目駅】C5出口から徒歩3分/【新宿駅】中央東口から徒歩9分,【新宿御苑前駅】1番出口から徒歩1分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_44.jpeg,,火～日、祝日、祝前日: 11:30～14:30 （料理L.O. 14:00 ドリンクL.O. 14:00）17:30～22:30 （料理L.O. 22:00 ドリンクL.O. 22:00）,月,130,あり,大歓迎です！お気軽にお問合せ下さい。,あり,あり ：コース+1500円で120分♪,なし ：一品一品真心込めてご提供いたします♪,なし ：最大16名様、最大24名様までの２部屋。つなげて最大45名様まで。,なし ：掘りごたつはございませんが、ゆったり座れるテーブル席をご用意しております。,あり ：最大12名様までOK！終日禁煙席となります。,利用可,全面禁煙,貸切可 ：50～80名様。3Fは20～100名様。,,あり ：アパホテル<新宿御苑前>の駐車場を30分/500円でご利用頂けます。,あり ：車椅子のお客様もご利用頂けます。,不明点等、お気軽に店舗へご相談ください。,,,なし,,なし,不可,あり,なし,不可,お子様連れ歓迎 ：お子様連れも歓迎致します。,あり,営業していない,予算、人数、日程など、些細なことでもご相談ください。 不明点等、お気軽に店舗へご相談ください。,,,中国料理 藤原ちゅうごくろうり ふじわらチュウゴクロウリ フジワラ東京都新宿区新宿１−１−７新宿御苑前新宿創作中華が愉しめるチャイナレストラン(架空のお店です。実在しません。)中華
TempShop_45,中国料理レストラン 宮崎,,ちゅうごくりょうりれすとらん みやざき,東京都港区新橋３丁目２４−１,新橋,1,SS10,関東,SA11,東京,Z011,東京,Y005,銀座・有楽町・新橋・築地・月島,X020,新橋,35.6657759064,139.7564315747,G007,中華,テレビでも紹介された人気の中華屋さん♪(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,ランチ平均：700円　通常平均：1000～2000円　宴会平均：3000円,店内表示は、税抜価格です。,食べ飲み放題が3500円！ テイクアウト実施中♪,55,都営浅草線 新橋駅 徒歩2分／ＪＲ 新橋駅 烏森口徒歩2分,新橋駅 烏森口徒歩2分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_45.jpeg,,月～水、金～日、祝日、祝前日: 11:30～14:00 （料理L.O. 13:45 ドリンクL.O. 13:45）17:30～21:30 （料理L.O. 21:00 ドリンクL.O. 21:00）,木,55,なし,ご宴会大歓迎◎宴会コースや食べ飲み放題プランもご用意しております！,あり,あり ：ご宴会にぴったりのコースご用意！,あり ：食べ飲み放題コースご用意しております。,あり,なし,なし,利用不可,全面禁煙,貸切可 ：30～55名様まで貸切が可能です。お気軽にお問い合わせください。,,なし ：近隣のパーキングまたは公共交通機関をご利用ください。,なし ：お気軽にお声掛けください。スタッフがお手伝いいたします。,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中国料理レストラン 宮崎ちゅうごくりょうりれすとらん みやざきチュウゴクリョウリレストラン ミヤザキ東京都港区新橋３丁目２４−１新橋銀座・有楽町・新橋・築地・月島テレビでも紹介された人気の中華屋さん♪(架空のお店です。実在しません。)中華
TempShop_46,中華バル 安藤,,ちゅうかばる あんどう,東京都港区赤坂３−１−３,赤坂見附,0,SS10,関東,SA11,東京,Z011,東京,Y045,赤坂・六本木・麻布十番・西麻布,X125,赤坂・赤坂見附,35.6761433963,139.7373630559,G007,中華,おいしくてコスパ◎2000円～のプランあり！(架空のお店です。実在しません。),G013,ラーメン,B002,2001～3000円,ランチ平均：750円　通常平均：2000円　コース平均：3000円,au PAYもご利用可能です。,テイクアウトやってます！ 中国・東北料理がイチオシ,45,赤坂見附駅徒歩1分：赤坂見附方面改札から外堀通り方面へ歩き、カフェのサンマルクカフェ隣にございます。,赤坂見附駅徒歩1分:外堀通り沿いのカフェ隣,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_46.jpeg,,月、水～日、祝日、祝前日: 11:00～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:30～23:00 （料理L.O. 22:30 ドリンクL.O. 22:30）,火,40,なし,☆ご宴会大歓迎☆大満足のコースもご用意しておりますので、お気軽にご予約ください！,あり,あり ：宴会コースご予約時のみ承っております。,あり ：宴会コースご予約時のみ承っております。お得なコースをぜひご利用ください♪,なし,なし,なし,利用可,全面禁煙,貸切可 ：30～40名様まで可能です。,,なし ：近隣のコインパーキングをご利用下さい。,なし ：エレベーターがありますが段差がございます。,一部メニューに英語表記があります。,,,なし,,なし,不可,あり,あり,不可,お子様連れ歓迎 ：10歳未満のお子様にはソフトドリンク1杯サービスしております♪お声掛けくださいませ。,あり,営業していない,お祝い・サプライズに関しては、事前にご連絡いただき、ご希望をお聞かせください♪,,,中華バル 安藤ちゅうかばる あんどうチュウカバル アンドウ東京都港区赤坂３−１−３赤坂見附赤坂・六本木・麻布十番・西麻布おいしくてコスパ◎2000円～のプランあり！(架空のお店です。実在しません。)中華
TempShop_47,中華 遠藤,,ちゅうか えんどう,東京都三鷹市井の頭１−８−２,三鷹台,0,SS10,関東,SA11,東京,Z011,東京,Y100,吉祥寺・荻窪・三鷹,XA6W,三鷹台,35.6920095752,139.5882456558,G001,居酒屋,中華居酒屋(架空のお店です。実在しません。),G007,中華,B002,2001～3000円,3000円,,味が自慢の本格中華料理◆ 単品飲み放題！1500円/人,26,京王井の頭線三鷹台駅南口より徒歩約1分◆南口を出て左に曲がると、黒塗りのビルが見えてくるので、そのビルの2階です♪,京王井の頭線三鷹台駅南口より徒歩約1分◆,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_47.jpeg,,月～土、祝日、祝前日: 10:00～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,日,14,未確認,,あり,あり,あり,あり ：【完全個室あり】最大8名収容可。,なし,なし,利用可,全面禁煙,貸切不可,,なし ：近隣にコインパーキングがございます。,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れ不可,あり,営業していない,,,,中華 遠藤ちゅうか えんどうチュウカ エンドウ東京都三鷹市井の頭１−８−２三鷹台吉祥寺・荻窪・三鷹中華居酒屋(架空のお店です。実在しません。)居酒屋
TempShop_48,酒家 酒井,,しゅか さかい,東京都豊島区東池袋１−１９−１,池袋,0,SS10,関東,SA11,東京,Z011,東京,Y050,池袋,X145,池袋東口,35.7304561611,139.7163376604,G013,ラーメン,中華料理(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,1000円,ご不明点等がございましたらお店へお問い合わせ下さい。,行きつけの店にしよう！ カップルや友人と気軽に♪,56,JR池袋駅東口徒歩3分／「甘太郎 池袋60F通り店」内にて間借り営業中！,JR池袋駅東口徒歩3分★甘太郎内にて間借り営業中!,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_48.jpeg,,月、火、金～日、祝日、祝前日: 11:00～21:00 （料理L.O. 20:50 ドリンクL.O. 20:50）水: 11:00～15:00 （料理L.O. 14:50 ドリンクL.O. 14:50）,木,22,なし,応相談,あり,あり ：詳細はお店へお問い合わせ下さい。,なし ：食べ放題のご用意はございません。一品ずつ心を込めてお出しします。,あり ：22名様まで,なし ：掘りごたつのご用意はございません。ご了承下さい。,あり ：6人掛けのテーブルとなっております。（2席）,利用不可,全面禁煙,貸切不可 ：ご了承下さい。,,なし,なし,ご不明点等ございましたらお気軽にお店へお問い合わせ下さい。,,,なし,,なし,不可,あり,なし,不可,お子様連れ歓迎 ：お子様用の椅子もご用意しております。,なし,営業していない,ご不明点等ございましたらお気軽にお店へお問い合わせ下さい。,,,酒家 酒井しゅか さかいシュカ サカイ東京都豊島区東池袋１−１９−１池袋池袋中華料理(架空のお店です。実在しません。)ラーメン
TempShop_49,中華厨房 中野,,ちゅうかちゅうぼう なかの,東京都町田市木曽西３−７−３４,古淵,1,SS10,関東,SA11,東京,Z011,東京,Y105,町田,XA7X,町田市その他,35.5670259466,139.4232802299,G007,中華,★ＮＥＷＯＰＥＮ★　本格中華の居酒屋(架空のお店です。実在しません。),G007,中華,B002,2001～3000円,3000円,,ふんわりカニ玉♪ .カリッと若鳥のから揚げ,18,ＪＲ横浜線「古淵駅」から「山崎団地」又は「藤の台団地」行きのバスで「木曽入口」下車徒歩3分 ,「古淵駅」からバスで「木曽入口」下車徒歩3分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_49.jpeg,,月～金、祝日、祝前日: 11:00～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:00～翌3:00 （料理L.O. 翌2:30 ドリンクL.O. 翌2:30）土、日: 11:00～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:00～翌4:00 （料理L.O. 翌3:30 ドリンクL.O. 翌3:30）,なし,12,あり,,あり,あり,なし,あり,あり,なし,利用不可,全面禁煙,貸切不可,,あり,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中華厨房 中野ちゅうかちゅうぼう なかのチュウカチュウボウ ナカノ東京都町田市木曽西３−７−３４古淵町田★ＮＥＷＯＰＥＮ★　本格中華の居酒屋(架空のお店です。実在しません。)中華
TempShop_50,中華バル 河野,,ちゅうかばる こうの,東京都江戸川区中葛西３−５−１,葛西,1,SS10,関東,SA11,東京,Z011,東京,Y018,門前仲町・東陽町・木場・葛西,XA3G,葛西,35.6681700382,139.868943874,G007,中華,朝5時まで営業♪流川の本格中華居酒屋。(架空のお店です。実在しません。),G007,中華,B002,2001～3000円,2000円,,《深夜～朝まで歓迎☆》 《本格中華料理》,30,地下鉄東西線葛西駅 徒歩10分,地下鉄東西線葛西駅 徒歩10分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_50.jpeg,,月～木、日、祝日: 18:00～翌3:00 （料理L.O. 翌2:45 ドリンクL.O. 翌3:00）金、土、祝前日: 18:00～翌5:00 （料理L.O. 翌4:30 ドリンクL.O. 翌5:00）,年中無休。全室喫煙可の為、二十歳未満の御入店をお断りしてます。,30,なし,,あり,あり ：コースでご用意しております。,なし,なし,なし,なし,利用可,全面禁煙,貸切不可 ：20名以上,,あり ：有　26台(共有),なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れ不可,なし,営業していない,,,,中華バル 河野ちゅうかばる こうのチュウカバル コウノ東京都江戸川区中葛西３−５−１葛西門前仲町・東陽町・木場・葛西朝5時まで営業♪流川の本格中華居酒屋。(架空のお店です。実在しません。)中華
